features,model,acc_mean,acc_std,f1_mean,f1_std,above_73,norm_above_73,acc_mean_above_73
above_3,Multinomial,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
above_3,Complement,0.45230769230769224,0.016164831429616854,0.0,0.0,0.0,0.0,0.0
above_4,Multinomial,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
above_4,Complement,0.45230769230769224,0.016164831429616854,0.0,0.0,0.0,0.0,0.0
above_5,Multinomial,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
above_5,Complement,0.45230769230769224,0.016164831429616854,0.0,0.0,0.0,0.0,0.0
count_3,Multinomial,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
count_3,Complement,0.45230769230769224,0.016164831429616854,0.0,0.0,0.0,0.0,0.0
count_5,Multinomial,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
count_5,Complement,0.45230769230769224,0.016164831429616854,0.0,0.0,0.0,0.0,0.0
"above_3,above_4",Multinomial,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"above_3,above_4",Complement,0.5718923076923076,0.08496761791809017,0.5923208664375808,0.09897733970265961,0.03,0.03138625524812233,0.0
"above_3,above_5",Multinomial,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"above_3,above_5",Complement,0.5669076923076923,0.08561161647661866,0.575880014736864,0.10661921056566033,0.04,0.028388381867435863,0.0
"above_3,count_3",Multinomial,0.5794461538461538,0.05280555825146176,0.7053343151558849,0.03721392118278725,0.0,0.0021784237574282717,0.0
"above_3,count_3",Complement,0.5715076923076923,0.08537823399577135,0.591917505093043,0.09891095470524498,0.03,0.03170149042227888,0.0
"above_3,count_5",Multinomial,0.5453538461538462,0.0659293076671328,0.6495615585474187,0.06604716634938747,0.0,0.0025498415673979036,0.0
"above_3,count_5",Complement,0.5712615384615385,0.08330307679521984,0.5869012721217368,0.09263881362614347,0.04,0.028354086242511012,0.0
"above_4,above_5",Multinomial,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"above_4,above_5",Complement,0.5393846153846155,0.08629932771752653,0.5509681279278078,0.09183887407915087,0.03,0.013595313882311166,0.0
"above_4,count_3",Multinomial,0.6195692307692308,0.06063337491717044,0.7121318330775048,0.04896146944636377,0.06,0.03428163112417604,0.0
"above_4,count_3",Complement,0.5715076923076923,0.08537823399577135,0.591917505093043,0.09891095470524498,0.03,0.03170149042227888,0.0
"above_4,count_5",Multinomial,0.5476769230769232,0.02917443559535802,0.7047999781157677,0.021607857233562126,0.0,2.0599999484005593e-10,0.0
"above_4,count_5",Complement,0.5386,0.08641063242709025,0.5508507157237715,0.09171105459221529,0.03,0.013379853866272495,0.0
"above_5,count_3",Multinomial,0.5869384615384616,0.07220172103703665,0.6814049567698226,0.06368893171088963,0.03,0.023772403353981786,0.0
"above_5,count_3",Complement,0.5780923076923077,0.09526347642632198,0.5367790459287091,0.14613725075340842,0.07,0.05540020707827786,0.0
"above_5,count_5",Multinomial,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"above_5,count_5",Complement,0.5952153846153847,0.08129568938403829,0.6604136898857405,0.07337616697727316,0.03,0.048663249096351446,0.0
"count_3,count_5",Multinomial,0.5939076923076922,0.08161126503051927,0.6185284867895329,0.0843982539368981,0.03,0.047700789560356616,0.0
"count_3,count_5",Complement,0.5940307692307693,0.08964156897095212,0.5842143764100587,0.13662465388935632,0.06,0.0646573271945805,0.0
"above_3,above_4,above_5",Multinomial,0.5476923076923078,0.01616483142961688,0.7076113360323885,0.013609663671395968,0.0,0.0,0.0
"above_3,above_4,above_5",Complement,0.568923076923077,0.08606561416052523,0.566925895764604,0.10553198746450734,0.03,0.03063378121859628,0.0
"above_3,above_4,count_3",Multinomial,0.6251692307692307,0.06300691048790417,0.7100320131804954,0.05274423579886383,0.08,0.04807640575302996,0.0
"above_3,above_4,count_3",Complement,0.5715076923076923,0.08537823399577135,0.591917505093043,0.09891095470524498,0.03,0.03170149042227888,0.0
"above_3,above_4,count_5",Multinomial,0.5481692307692309,0.07476691829282466,0.6456876952588915,0.07260412916404266,0.0,0.007508512421460778,0.0
"above_3,above_4,count_5",Complement,0.5664769230769231,0.08672974961024402,0.579696223547123,0.09927323451803978,0.04,0.029685743925559782,0.0
"above_3,above_5,count_3",Multinomial,0.6091692307692307,0.07374028308267082,0.687829675115771,0.07071278290921529,0.04,0.05064837902020658,0.0
"above_3,above_5,count_3",Complement,0.5742153846153846,0.0894988334193913,0.5632704809170587,0.11355705743821538,0.05,0.04087397203959775,0.0
"above_3,above_5,count_5",Multinomial,0.5493384615384617,0.07029750978275692,0.6495745499465335,0.06783423416763171,0.0,0.0050855650692063215,0.0
"above_3,above_5,count_5",Complement,0.5712615384615385,0.08330307679521984,0.5869012721217368,0.09263881362614347,0.04,0.028354086242511012,0.0
"above_3,count_3,count_5",Multinomial,0.5923076923076923,0.08088475255118403,0.6175584248159115,0.08378771091932147,0.03,0.04434703201654322,0.0
"above_3,count_3,count_5",Complement,0.5841384615384616,0.09295355969706072,0.5776406785244708,0.1366212700866586,0.04,0.05830215993469501,0.0
"above_4,above_5,count_3",Multinomial,0.598076923076923,0.08412765026114505,0.665227209291619,0.08895466099745976,0.05,0.058425419455345184,0.0
"above_4,above_5,count_3",Complement,0.5603692307692306,0.08718316975630903,0.5641740618969421,0.10891991257288663,0.02,0.025846443965208965,0.0
"above_4,above_5,count_5",Multinomial,0.5480615384615386,0.03338718175176582,0.703915456915457,0.026137288106164624,0.0,2.527702336330151e-08,0.0
"above_4,above_5,count_5",Complement,0.5389846153846155,0.08666557365416058,0.5510723906006189,0.0919061774113723,0.03,0.013760362440943141,0.0
"above_4,count_3,count_5",Multinomial,0.5919384615384614,0.08122614205935275,0.6167563603527513,0.08552404993294037,0.02,0.04459198779069262,0.0
"above_4,count_3,count_5",Complement,0.5744461538461538,0.09137060110102226,0.5757915369398587,0.12759027518034433,0.05,0.04433555646739906,0.0
"above_5,count_3,count_5",Multinomial,0.5939076923076922,0.08161126503051927,0.6185284867895329,0.0843982539368981,0.03,0.047700789560356616,0.0
"above_5,count_3,count_5",Complement,0.5944307692307692,0.09028967976568168,0.5842871036827859,0.13669883072985145,0.07,0.06661417871022923,0.0
"above_3,above_4,above_5,count_3",Multinomial,0.5889846153846154,0.08522735899870118,0.6524693549237405,0.09243532715209468,0.04,0.049004979545546945,0.0
"above_3,above_4,above_5,count_3",Complement,0.5671384615384615,0.08670906806791952,0.5783416243061064,0.10417203310133208,0.03,0.03017330410075658,0.0
"above_3,above_4,above_5,count_5",Multinomial,0.5502000000000001,0.07482797787050877,0.6435192618021837,0.072263037253448,0.0,0.008134050247765034,0.0
"above_3,above_4,above_5,count_5",Complement,0.5625230769230769,0.08570115131827638,0.5740078796848662,0.0992924651579726,0.03,0.025338968697157682,0.0
"above_3,above_4,count_3,count_5",Multinomial,0.5923384615384615,0.08195105481087711,0.6170272963133424,0.08601454898316808,0.03,0.046497931639575274,0.0
"above_3,above_4,count_3,count_5",Complement,0.5736615384615384,0.09245764230879876,0.5729875166112507,0.13096155829722855,0.04,0.04542605694959223,0.0
"above_3,above_5,count_3,count_5",Multinomial,0.5939076923076922,0.08161126503051927,0.6184034867895328,0.08411967227881073,0.03,0.047700789560356616,0.0
"above_3,above_5,count_3,count_5",Complement,0.5852923076923077,0.09084698625294405,0.5713456281755658,0.1368630810824444,0.04,0.055594365964570236,0.0
"above_4,above_5,count_3,count_5",Multinomial,0.5931076923076923,0.08252279011021116,0.6172951534561996,0.08627490288806271,0.03,0.04857377148297848,0.0
"above_4,above_5,count_3,count_5",Complement,0.573276923076923,0.09306653597477019,0.5727141366900448,0.13175722431959339,0.05,0.04609184116314713,0.0
"above_3,above_4,above_5,count_3,count_5",Multinomial,0.5931076923076923,0.08252279011021116,0.6172951534561996,0.08627490288806271,0.03,0.04857377148297848,0.0
"above_3,above_4,above_5,count_3,count_5",Complement,0.5764461538461538,0.09455362462113275,0.5739587345122407,0.13454970134084085,0.03,0.052189303991463376,0.0
